text,page,path,bounds,font_size
JPMORGAN CHASE 0% NOTES 2024-19.12.2034,9,//Document/Table[9]/TR[44]/TD[3]/P,"[121.19999694824219, 397.98399353027344, 295.1432800292969, 424.86399841308594]",8.0
ISIN: XS2381717250 // Valorn.: 128883267 Zero Bonds II Maturity: 19.12.2034,9,//Document/Table[9]/TR[44]/TD[3]/P[2],"[121.19999694824219, 390.59010314941406, 272.7282257080078, 406.63999938964844]",8.0
PRC: 5.00,9,//Document/Table[9]/TR[44]/TD[3]/P[3],"[121.44000244140625, 381.8540954589844, 158.33192443847656, 389.3020935058594]",8.0
100.2000,9,//Document/Table[9]/TR[44]/TD[4]/P,"[389.52000427246094, 407.81199645996094, 422.50926208496094, 415.25999450683594]",8.0
99.2300,9,//Document/Table[9]/TR[44]/TD[5]/P,"[451.9178009033203, 407.8347930908203, 481.3227081298828, 415.2828063964844]",8.0
30.05.2025,9,//Document/Table[9]/TR[44]/TD[5]/P[2],"[441.59779357910156, 390.6748046875, 481.28224182128906, 398.122802734375]",8.0
1.78%,9,//Document/Table[9]/TR[44]/TD[6]/P,"[507.8377990722656, 397.9387969970703, 531.3015441894531, 424.8188018798828]",8.0
-0.97%,9,//Document/Table[9]/TR[44]/TD[7]/P,"[563.7577972412109, 397.9548034667969, 589.4770355224609, 424.8347930908203]",8.0
496'150,9,//Document/Table[9]/TR[44]/TD[8]/P,"[660.23779296875, 407.8188018798828, 688.8294677734375, 415.2667999267578]",8.0
2.55%,9,//Document/Table[9]/TR[44]/TD[9]/P,"[706.7978057861328, 407.7548065185547, 730.1131134033203, 415.2028045654297]",8.0
USD,9,//Document/Table[9]/TR[45]/TD/P,"[36.24000549316406, 369.36610412597656, 53.79823303222656, 376.81410217285156]",8.0
50'000,9,//Document/Table[9]/TR[45]/TD[2]/P,"[93.1199951171875, 369.36610412597656, 117.3829345703125, 376.81410217285156]",8.0
GOLDMAN SACHS 0% NOTES 2025-03.02.2035,9,//Document/Table[9]/TR[45]/TD[3]/P,"[121.44000244140625, 359.4140930175781, 290.04908752441406, 386.2940979003906]",8.0
ISIN: XS2481066111 // Valorn.: 126294402,9,//Document/Table[9]/TR[45]/TD[3]/P[2],"[121.67999267578125, 360.798095703125, 271.2156677246094, 368.24609375]",8.0
Zero Bonds II Maturity: 03.02.2035,9,//Document/Table[9]/TR[45]/TD[3]/P[3],"[121.19999694824219, 352.15199279785156, 243.85621643066406, 359.66209411621094]",8.0
YTM: 0.23 II PRC: 5.00,9,//Document/Table[9]/TR[45]/TD[3]/P[4],"[120.96000671386719, 343.6320037841797, 206.0919189453125, 351.08399963378906]",8.0
100.1000,9,//Document/Table[9]/TR[45]/TD[4]/P,"[389.52000427246094, 369.3719940185547, 422.50999450683594, 376.82000732421875]",8.0
97.7600,9,//Document/Table[9]/TR[45]/TD[5]/P,"[452.0458068847656, 369.31480407714844, 481.1319885253906, 376.76280212402344]",8.0
30.05.2025,9,//Document/Table[9]/TR[45]/TD[5]/P[2],"[441.59779357910156, 352.33079528808594, 481.28224182128906, 359.77879333496094]",8.0
-2.34%,9,//Document/Table[9]/TR[45]/TD[6]/P,"[505.1737976074219, 359.4187927246094, 530.7271423339844, 386.2987976074219]",8.0
-2.34%,9,//Document/Table[9]/TR[45]/TD[7]/P,"[563.7577972412109, 359.4187927246094, 589.4980316162109, 386.2987976074219]",8.0
48'880,9,//Document/Table[9]/TR[45]/TD[8]/P,"[664.4857940673828, 369.3708038330078, 688.6020050048828, 376.8188018798828]",8.0
0.25%,9,//Document/Table[9]/TR[45]/TD[9]/P,"[707.0377960205078, 369.35479736328125, 730.1498565673828, 376.80279541015625]",8.0
USD,9,//Document/Table[9]/TR[46]/TD/P,"[36.24000549316406, 331.15199279785156, 53.79823303222656, 338.6000061035156]",8.0
1'470'000,9,//Document/Table[9]/TR[46]/TD[2]/P,"[83.66400146484375, 331.15199279785156, 117.59967041015625, 338.6000061035156]",8.0
DEUTSCHE BANK 0 % NOTES 2025-14.02.35,9,//Document/Table[9]/TR[46]/TD[3]/P,"[121.44000244140625, 321.1959991455078, 282.1821594238281, 348.13600158691406]",8.0
ISIN: XS2964611052 II Valorn.: 141235167 Zero Bonds II Maturity: 14.02.2035,9,//Document/Table[9]/TR[46]/TD[3]/P[2],"[121.19999694824219, 313.81199645996094, 271.96002197265625, 330.0240020751953]",8.0
YTM: 5.66 II PRC: 5.00,9,//Document/Table[9]/TR[46]/TD[3]/P[3],"[120.96000671386719, 305.12249755859375, 206.0882568359375, 312.6304931640625]",8.0
100.0000,9,//Document/Table[9]/TR[46]/TD[4]/P,"[389.52000427246094, 331.156005859375, 422.48680114746094, 338.60400390625]",8.0
99.3300,9,//Document/Table[9]/TR[46]/TD[5]/P,"[451.9178009033203, 331.1468048095703, 481.2893829345703, 338.5948028564453]",8.0
30.05.2025,9,//Document/Table[9]/TR[46]/TD[5]/P[2],"[441.4698028564453, 314.10679626464844, 481.4630889892578, 321.55479431152344]",8.0
-0.67%,9,//Document/Table[9]/TR[46]/TD[6]/P,"[505.1977996826172, 321.25079345703125, 530.9017791748047, 348.13079833984375]",8.0
-0.67%,9,//Document/Table[9]/TR[46]/TD[7]/P,"[563.7577972412109, 321.25079345703125, 589.4450531005859, 348.13079833984375]",8.0
1'460151,9,//Document/Table[9]/TR[46]/TD[8]/P,"[655.1977996826172, 331.1468048095703, 689.3894500732422, 338.5948028564453]",8.0
7.51%,9,//Document/Table[9]/TR[46]/TD[9]/P,"[707.0377960205078, 331.0747985839844, 730.0011749267578, 338.5227966308594]",8.0
USD,9,//Document/Table[9]/TR[47]/TD/P,"[36.24000549316406, 292.6945037841797, 53.79823303222656, 300.1425018310547]",8.0
100'000,9,//Document/Table[9]/TR[47]/TD[2]/P,"[89.27999877929688, 292.5744934082031, 117.74874877929688, 300.0225067138672]",8.0
RBC LONDON 0% NOTES 2025-28.03.2035,9,//Document/Table[9]/TR[47]/TD[3]/P,"[121.67999267578125, 282.74249267578125, 274.26551818847656, 309.62249755859375]",8.0
ISIN: XS2993414619 II Valorn.: 140610687 Zero Bonds II Maturity: 28.03.2035,9,//Document/Table[9]/TR[47]/TD[3]/P[2],"[121.19999694824219, 275.2700958251953, 272.7121124267578, 291.47210693359375]",8.0
YTM: 3.96 II PRC: 5.00,9,//Document/Table[9]/TR[47]/TD[3]/P[3],"[121.19999694824219, 266.5919952392578, 206.052001953125, 274.04209899902344]",8.0
100.0000,9,//Document/Table[9]/TR[47]/TD[4]/P,"[389.52000427246094, 292.5800018310547, 422.48826599121094, 300.0279998779297]",8.0
68.2660,9,//Document/Table[9]/TR[47]/TD[5]/P,"[451.9178009033203, 292.56280517578125, 481.2665557861328, 300.01080322265625]",8.0
29.05.2025,9,//Document/Table[9]/TR[47]/TD[5]/P[2],"[441.59779357910156, 275.5148010253906, 481.07350158691406, 282.9627990722656]",8.0
-31.73%,9,//Document/Table[9]/TR[47]/TD[6]/P,"[500.8778076171875, 282.68280029296875, 531.0059814453125, 309.56280517578125]",8.0
-31.73%,9,//Document/Table[9]/TR[47]/TD[7]/P,"[559.4378051757812, 282.68280029296875, 589.5516967773438, 309.56280517578125]",8.0
68'266,9,//Document/Table[9]/TR[47]/TD[8]/P,"[664.5578002929688, 292.55479431152344, 689.1869506835938, 300.0028076171875]",8.0
0.35%,9,//Document/Table[9]/TR[47]/TD[9]/P,"[707.0377960205078, 292.55479431152344, 730.0926055908203, 300.0028076171875]",8.0
USD,9,//Document/Table[9]/TR[48]/TD/P,"[36.24000549316406, 254.28799438476562, 53.79823303222656, 261.7359924316406]",8.0
800'000,9,//Document/Table[9]/TR[48]/TD[2]/P,"[88.80000305175781, 254.28799438476562, 117.42256164550781, 261.7359924316406]",8.0
WELLS FARGO 0 % EURO MEDIUM TERM NOTES 2025-28.03.36 REGS,9,//Document/Table[9]/TR[48]/TD[3]/P,"[120.96000671386719, 235.8159942626953, 353.26739501953125, 271.33599853515625]",8.0
ISIN: XS3035947103 II Valorn.: 143578751,9,//Document/Table[9]/TR[48]/TD[3]/P[2],"[121.67999267578125, 236.3520050048828, 272.7605743408203, 243.8000030517578]",8.0
Ordinary Bonds II Maturity: 28.03.2036,9,//Document/Table[9]/TR[48]/TD[3]/P[3],"[121.44000244140625, 227.71200561523438, 257.25958251953125, 235.16000366210938]",8.0
PRC: 5.00,9,//Document/Table[9]/TR[48]/TD[3]/P[4],"[121.44000244140625, 219.07200622558594, 158.21194458007812, 226.52000427246094]",8.0
100.0000,9,//Document/Table[9]/TR[48]/TD[4]/P,"[389.52000427246094, 254.3000030517578, 422.48680114746094, 261.7480010986328]",8.0
100.0000,9,//Document/Table[9]/TR[48]/TD[5]/P,"[448.3177947998047, 254.27479553222656, 481.5944061279297, 261.72279357910156]",8.0
16.04.2025,9,//Document/Table[9]/TR[48]/TD[5]/P[2],"[442.0778045654297, 237.17880249023438, 481.6130828857422, 244.62680053710938]",8.0
0.00%,9,//Document/Table[9]/TR[48]/TD[6]/P,"[507.59779357910156, 244.4427947998047, 531.0346832275391, 271.3227996826172]",8.0
0.00%,9,//Document/Table[9]/TR[48]/TD[7]/P,"[566.1578063964844, 244.4427947998047, 589.5895690917969, 271.3227996826172]",8.0
800'000,9,//Document/Table[9]/TR[48]/TD[8]/P,"[660.4777984619141, 254.27479553222656, 689.1014556884766, 261.72279357910156]",8.0
4.11%,9,//Document/Table[9]/TR[48]/TD[9]/P,"[706.7978057861328, 254.27479553222656, 729.8648223876953, 261.72279357910156]",8.0
USD,9,//Document/Table[9]/TR[49]/TD/P,"[36.24000549316406, 206.7760009765625, 53.79823303222656, 214.2239990234375]",8.0
250'000,9,//Document/Table[9]/TR[49]/TD[2]/P,"[88.80000305175781, 206.5919952392578, 117.25886535644531, 214.0399932861328]",8.0
BANK OF AMERICA 0% NOTES 2025-02.06.2036 REG S,9,//Document/Table[9]/TR[49]/TD[3]/P,"[121.44000244140625, 196.6959991455078, 319.0673370361328, 223.63600158691406]",8.0
ISIN: XS3079956036 II Valorn.: 138494477,9,//Document/Table[9]/TR[49]/TD[3]/P[2],"[121.67999267578125, 197.86529541015625, 272.7041778564453, 205.37330627441406]",8.0
Zero Bonds II Maturity: 02.06.2036,9,//Document/Table[9]/TR[49]/TD[3]/P[3],"[121.19999694824219, 189.15150451660156, 243.94032287597656, 196.6595001220703]",8.0
PRC: 5.00,9,//Document/Table[9]/TR[49]/TD[3]/P[4],"[121.44000244140625, 180.43150329589844, 158.32826232910156, 187.87950134277344]",8.0
Price to be verified,9,//Document/Table[9]/TR[49]/TD[3]/P[5],"[121.44000244140625, 171.8874969482422, 185.99636840820312, 179.3354949951172]",8.0
100.0000,9,//Document/Table[9]/TR[49]/TD[4]/P,"[389.52000427246094, 206.5959930419922, 422.48826599121094, 214.04400634765625]",8.0
100.1850,9,//Document/Table[9]/TR[49]/TD[5]/P,"[448.3177947998047, 206.57879638671875, 481.6133270263672, 214.02679443359375]",8.0
30.05.2025,9,//Document/Table[9]/TR[49]/TD[5]/P[2],"[441.59779357910156, 189.36279296875, 481.28224182128906, 196.81080627441406]",8.0
0.19%,9,//Document/Table[9]/TR[49]/TD[6]/P,"[507.5417938232422, 196.74679565429688, 530.7734832763672, 223.62680053710938]",8.0
0.19%,9,//Document/Table[9]/TR[49]/TD[7]/P,"[566.1578063964844, 196.68280029296875, 589.5900573730469, 223.56280517578125]",8.0
250'463,9,//Document/Table[9]/TR[49]/TD[8]/P,"[660.4777984619141, 206.57879638671875, 689.1001129150391, 214.02679443359375]",8.0
1.29%,9,//Document/Table[9]/TR[49]/TD[9]/P,"[707.5178070068359, 206.51480102539062, 730.4795989990234, 213.96279907226562]",8.0
USD,9,//Document/Table[9]/TR[50]/TD/P,"[36.24000549316406, 159.61549377441406, 53.79823303222656, 167.06350708007812]",8.0
2'581.79,9,//Document/Table[9]/TR[50]/TD[2]/P,"[86.63999938964844, 159.55149841308594, 117.29930114746094, 166.99949645996094]",8.0
PREMIUM ALT.S.A. SICAV-SIF -COMMERCIAL FINANCE OPP.XB SP,9,//Document/Table[9]/TR[50]/TD[3]/P,"[121.35200500488281, 141.0800018310547, 356.3822784423828, 176.59950256347656]",8.0
ISIN: LU2228214107 II Valom.: 57282891,9,//Document/Table[9]/TR[50]/TD[3]/P[2],"[121.67999267578125, 141.62730407714844, 266.76531982421875, 149.1352996826172]",8.0
Bond Funds / Certificates,9,//Document/Table[9]/TR[50]/TD[3]/P[3],"[121.44000244140625, 133.09129333496094, 208.26614379882812, 140.66000366210938]",8.0
PRC: 3.00,9,//Document/Table[9]/TR[50]/TD[3]/P[4],"[121.44000244140625, 124.33999633789062, 158.22805786132812, 131.78799438476562]",8.0
81.5304,9,//Document/Table[9]/TR[50]/TD[4]/P,"[393.25599670410156, 159.55599975585938, 422.00025939941406, 167.00399780273438]",8.0
44.7800,9,//Document/Table[9]/TR[50]/TD[5]/P,"[451.67779541015625, 159.53880310058594, 481.00079345703125, 166.98680114746094]",8.0
13.09.2024,9,//Document/Table[9]/TR[50]/TD[5]/P[2],"[442.0778045654297, 142.55479431152344, 481.6045379638672, 150.0028076171875]",8.0
0.00%,9,//Document/Table[9]/TR[50]/TD[6]/P,"[507.35780334472656, 149.64280700683594, 530.8028717041016, 176.52279663085938]",8.0
-45.08%,9,//Document/Table[9]/TR[50]/TD[7]/P,"[559.4378051757812, 149.64280700683594, 589.5064086914062, 176.52279663085938]",8.0
115'613,9,//Document/Table[9]/TR[50]/TD[8]/P,"[660.9577941894531, 159.53880310058594, 689.5917053222656, 166.98680114746094]",8.0
0.59%,9,//Document/Table[9]/TR[50]/TD[9]/P,"[707.0377960205078, 159.47479248046875, 730.1593780517578, 166.9228057861328]",8.0
Currency,10,//Document/Table[9]/TR[51]/TH/P,"[36.0, 490.697998046875, 66.05209350585938, 497.16600036621094]",6.0
Nominal/,10,//Document/Table[9]/TR[51]/TH[2]/P,"[88.32000732421875, 490.697998046875, 117.13870239257812, 497.16600036621094]",6.0
Quantity,10,//Document/Table[9]/TR[51]/TH[2]/P[2],"[89.64540100097656, 483.0780029296875, 117.53337097167969, 489.54600524902344]",6.0
Average,10,//Document/Table[9]/TR[51]/TH[3]/P,"[332.1593933105469, 483.0780029296875, 359.0321350097656, 489.54600524902344]",6.0
Description,10,//Document/Table[9]/TR[51]/TH[3]/P[2],"[121.44000244140625, 490.697998046875, 158.35305786132812, 497.16600036621094]",6.0
Average Acquisition price Acquisition FX Rate,10,//Document/Table[9]/TR[51]/TH[4]/P,"[341.0399932861328, 483.0780029296875, 422.6138000488281, 497.2259979248047]",6.0
Actual Price,10,//Document/Table[9]/TR[51]/TH[5]/P,"[441.6000061035156, 490.75799560546875, 481.09210205078125, 497.2259979248047]",6.0
Actual Ex. Rate Price Date,10,//Document/Table[9]/TR[51]/TH[5]/P[2],"[431.7593994140625, 475.4976043701172, 480.98118591308594, 489.54600524902344]",6.0
Perf YTD,10,//Document/Table[9]/TR[51]/TH[6]/P,"[501.6000061035156, 490.75799560546875, 530.4553070068359, 497.2259979248047]",6.0
Perf Total,10,//Document/Table[9]/TR[51]/TH[7]/P,"[558.2400054931641, 490.697998046875, 588.8998565673828, 497.16600036621094]",6.0
Perf Market Perf Currency,10,//Document/Table[9]/TR[51]/TH[7]/P[2],"[544.8000030517578, 475.5155944824219, 589.8802337646484, 489.54600524902344]",6.0
Valuation in price currency,10,//Document/Table[9]/TR[51]/TH[8]/P,"[604.0800018310547, 490.697998046875, 689.3559875488281, 497.16600036621094]",6.0
Thereof accruals Countervalue USO,10,//Document/Table[9]/TR[51]/TH[8]/P[2],"[630.2400054931641, 475.5935974121094, 689.0378570556641, 489.54600524902344]",6.0
in % of assets,10,//Document/Table[9]/TR[51]/TH[9]/P,"[700.3193969726562, 483.0780029296875, 729.7559051513672, 497.2259979248047]",6.0
"Bonds, Bond funds, Convertible bonds, Interest options",10,//Document/Table[9]/TR[52]/TH/P,"[36.47999572753906, 448.45599365234375, 239.6754150390625, 475.33599853515625]",8.0
USD,10,//Document/Table[9]/TR[53]/TH/P,"[36.24000549316406, 446.33599853515625, 53.62245178222656, 453.78399658203125]",8.0
350'000,10,//Document/Table[9]/TR[53]/TD/P,"[89.03999328613281, 446.2720031738281, 117.25434875488281, 453.7200012207031]",8.0
"BK JULIUS BAER CAP.PROT.(3,25% MIN.4,5% MAX)23-26.05.28",10,//Document/Table[9]/TR[53]/TD[2]/P,"[121.44000244140625, 436.36000061035156, 350.0365295410156, 463.24000549316406]",8.0
VRN,10,//Document/Table[9]/TR[53]/TD[2]/P[2],"[120.96000671386719, 427.8159942626953, 139.1825408935547, 454.6959991455078]",8.0
ISIN: CH1269060229 II Valom.: 126906022 Structured Bonds II Maturity: 26.05.2028 Coupon: 26.8 II Quarterty 3.25% II Days: 12,10,//Document/Table[9]/TR[53]/TD[2]/P[3],"[121.19999694824219, 411.1199951171875, 281.1992492675781, 435.9040069580078]",8.0
PRC: 3.00,10,//Document/Table[9]/TR[53]/TD[2]/P[4],"[121.44000244140625, 402.4880065917969, 158.48403930664062, 409.9360046386719]",8.0
Price to be verified,10,//Document/Table[9]/TR[53]/TD[2]/P[5],"[121.44000244140625, 393.7200012207031, 186.23892211914062, 401.1679992675781]",8.0
100.6237,10,//Document/Table[9]/TR[53]/TD[3]/P,"[389.38470458984375, 446.25379943847656, 423.21649169921875, 453.70179748535156]",8.0
97.4500,10,//Document/Table[9]/TR[53]/TD[4]/P,"[452.1383972167969, 446.2552947998047, 481.1143493652344, 453.7032928466797]",8.0
0.98%,10,//Document/Table[9]/TR[53]/TD[5]/P,"[507.60240173339844, 436.279296875, 531.0373382568359, 463.1593017578125]",8.0
-3.15%,10,//Document/Table[9]/TR[53]/TD[6]/P,"[563.5944061279297, 436.37530517578125, 589.7844696044922, 463.2552947998047]",8.0
341'201,10,//Document/Table[9]/TR[53]/TD[7]/P,"[660.4743957519531, 446.3352966308594, 688.9626770019531, 453.7832946777344]",8.0
1.75%,10,//Document/Table[9]/TR[53]/TD[8]/P,"[707.514404296875, 446.27130126953125, 730.1209716796875, 453.71929931640625]",8.0
126,10,//Document/Table[9]/TR[54]/TD[2]/P,"[675.1143951416016, 437.8153076171875, 689.4870758056641, 445.2633056640625]",8.0
30.05.2025,10,//Document/Table[9]/TR[55]/TD/P,"[441.60240173339844, 429.2393035888672, 481.23887634277344, 436.6873016357422]",8.0
USD,10,//Document/Table[9]/TR[60]/TH/P,"[36.24000549316406, 381.1759948730469, 53.62245178222656, 388.6239929199219]",8.0
690'000,10,//Document/Table[9]/TR[60]/TD/P,"[89.27999877929688, 381.1759948730469, 117.10885620117188, 388.6239929199219]",8.0
DEUTSCHE BANK NOTES 23-08.11.28 VRN,10,//Document/Table[9]/TR[60]/TD[2]/P,"[121.44000244140625, 371.1840057373047, 276.32806396484375, 398.0639953613281]",8.0
ISIN: XS0461497009 II Valom.: 130269069 Ordinary Bonds II Maturity: 08.11.2028 Coupon: 8.11 II Annual 5.5% II Days: 202,10,//Document/Table[9]/TR[60]/TD[2]/P[2],"[121.44000244140625, 355.447998046875, 272.5442657470703, 379.99200439453125]",8.0
PRC: 5.00,10,//Document/Table[9]/TR[60]/TD[2]/P[3],"[121.44000244140625, 346.7519989013672, 158.40786743164062, 354.1999969482422]",8.0
100.1000,10,//Document/Table[9]/TR[60]/TD[3]/P,"[389.5207061767578, 381.1737976074219, 422.8316192626953, 388.6217956542969]",8.0
101.6600,10,//Document/Table[9]/TR[60]/TD[4]/P/Sub,"[448.32240295410156, 381.1192932128906, 481.86964416503906, 388.5673065185547]",8.0
30.05.2025,10,//Document/Table[9]/TR[60]/TD[4]/P/Sub[2],"[441.60240173339844, 364.14329528808594, 481.23887634277344, 371.59129333496094]",8.0
2.31%,10,//Document/Table[9]/TR[60]/TD[5]/P,"[507.3623962402344, 371.1833038330078, 531.2118835449219, 398.06329345703125]",8.0
1.56%,10,//Document/Table[9]/TR[60]/TD[6]/P,"[566.2664031982422, 371.1833038330078, 590.2039031982422, 398.06329345703125]",8.0
722'748,10,//Document/Table[9]/TR[60]/TD[7]/P,"[660.6504058837891, 381.1112976074219, 688.6837310791016, 388.5592956542969]",8.0
3.72%,10,//Document/Table[9]/TR[60]/TD[8]/P,"[707.0343933105469, 381.1112976074219, 730.1366882324219, 388.5592956542969]",8.0
21'294,10,//Document/Table[9]/TR[61]/TD[2]/P,"[664.8023986816406, 372.6553039550781, 688.7726135253906, 380.1033020019531]",8.0
USD,10,//Document/Table[9]/TR[65]/TH/P,"[36.24000549316406, 334.4960021972656, 53.62245178222656, 341.9440002441406]",8.0
140'000,10,//Document/Table[9]/TR[65]/TD/P,"[89.27999877929688, 334.31199645996094, 118.05599975585938, 341.75999450683594]",8.0
SOCIETE GENERALE 32.46 % NOTES 2024-01.03.30 REG S,10,//Document/Table[9]/TR[65]/TD[2]/P,"[121.19999694824219, 324.41949462890625, 334.2971649169922, 351.3594970703125]",8.0
ISIN: XS2746319610 II Valom.: 133393503 Ordinary Bonds II Maturity: 01.03.2030,10,//Document/Table[9]/TR[65]/TD[2]/P[2],"[121.44000244140625, 317.1999969482422, 272.6238555908203, 333.1840057373047]",8.0
Coupon: Annual 32.46% II Days: 445 II YTM: 16.32,10,//Document/Table[9]/TR[65]/TD[2]/P[3],"[121.44000244140625, 308.52000427246094, 305.8017578125, 315.96800231933594]",8.0
PRC: 5.00,10,//Document/Table[9]/TR[65]/TD[2]/P[4],"[121.44000244140625, 299.6479949951172, 158.55215454101562, 307.0959930419922]",8.0
100.2000,10,//Document/Table[9]/TR[65]/TD[3]/P,"[389.5207061767578, 334.30979919433594, 422.7786407470703, 341.75779724121094]",8.0
103.4000,10,//Document/Table[9]/TR[65]/TD[4]/P,"[448.32240295410156, 334.3193054199219, 481.88819885253906, 341.7673034667969]",8.0
30.05.2025,10,//Document/Table[9]/TR[65]/TD[4]/P[2],"[441.42640686035156, 317.279296875, 481.48451232910156, 324.727294921875]",8.0
4.00%,10,//Document/Table[9]/TR[65]/TD[5]/P,"[507.3623962402344, 324.3193054199219, 530.8486022949219, 351.1992950439453]",8.0
3.19%,10,//Document/Table[9]/TR[65]/TD[6]/P,"[566.2904052734375, 324.3193054199219, 589.47265625, 351.1992950439453]",8.0
200'934,10,//Document/Table[9]/TR[65]/TD[7]/P,"[660.4743957519531, 334.31129455566406, 688.8039855957031, 341.75929260253906]",8.0
1.03%,10,//Document/Table[9]/TR[65]/TD[8]/P,"[707.514404296875, 334.31129455566406, 730.5174560546875, 341.75929260253906]",8.0
56'174,10,//Document/Table[9]/TR[66]/TD[2]/P,"[664.7944030761719, 325.7913055419922, 688.9186706542969, 333.2393035888672]",8.0
Total Bonds,10,//Document/Table[9]/TR[71]/TD/P,"[35.75999450683594, 267.6159973144531, 81.51022338867188, 294.4960021972656]",8.0
Accrued interest,10,//Document/Table[9]/TR[71]/TD/P[2],"[35.75999450683594, 267.89599609375, 92.560546875, 275.343994140625]",8.0
thereof Bonds,10,//Document/Table[9]/TR[71]/TD/P[3]/Sub,"[36.24000549316406, 258.9519958496094, 85.05097961425781, 264.88800048828125]",8.0
thereof Bond funds I certficates,10,//Document/Table[9]/TR[71]/TD/P[3]/Sub[2],"[35.96800231933594, 250.552001953125, 143.08367919921875, 256.4960021972656]",8.0
USO 12'404'917,10,//Document/Table[9]/TR[71]/TD[5]/P,"[601.1943969726562, 267.5592956542969, 689.5540618896484, 294.5513000488281]",8.0
63.77%,10,//Document/Table[9]/TR[71]/TD[6]/P,"[702.7144012451172, 267.63929748535156, 730.4375457763672, 294.51930236816406]",8.0
USD 255'641,10,//Document/Table[9]/TR[72]/TD[4]/P,"[601.4344024658203, 267.831298828125, 689.2020568847656, 275.4073028564453]",8.0
USO 11'024'421,10,//Document/Table[9]/TR[73]/TD[4]/P,"[601.6743927001953, 258.94329833984375, 689.9639129638672, 264.8872985839844]",8.0
56.67%,10,//Document/Table[9]/TR[73]/TD[5]/P,"[702.9544067382812, 258.9512939453125, 730.4281616210938, 264.8872985839844]",8.0
USO 1'380'496,10,//Document/Table[9]/TR[74]/TD[4]/P,"[601.6743927001953, 250.54330444335938, 689.9306182861328, 256.4873046875]",8.0
7.10%,10,//Document/Table[9]/TR[74]/TD[5]/P,"[707.75439453125, 250.55130004882812, 730.624755859375, 256.4873046875]",8.0
Equities,11,//Document/P[9],"[679.0222015380859, 505.5009002685547, 729.4090118408203, 517.1009063720703]",12.5
Currency,11,//Document/Table[10]/TR/TH/P,"[35.70039367675781, 490.6712951660156, 66.46037292480469, 498.47129821777344]",6.0
Nominal/ Quantity,11,//Document/Table[10]/TR/TH[2]/P,"[88.32040405273438, 483.0063018798828, 117.25856018066406, 498.47129821777344]",6.0
Description,11,//Document/Table[10]/TR/TH[3]/P,"[121.44039916992188, 490.6712951660156, 158.12823486328125, 498.47129821777344]",6.0
Average Acquisition price Average Acquisition FX Rate,11,//Document/Table[10]/TR/TH[4]/P,"[332.1605987548828, 483.102294921875, 422.60084533691406, 498.6213073730469]",6.0
Actual Price Actual Ex. Rate Price Date,11,//Document/Table[10]/TR/TH[5]/P,"[431.76060485839844, 475.6199951171875, 481.17645263671875, 498.6213073730469]",6.0
Perf YTD,11,//Document/Table[10]/TR/TH[6]/P,"[501.60040283203125, 490.82130432128906, 530.5480041503906, 498.6213073730469]",6.0
Perf Total Perf Market Perf Currency,11,//Document/Table[10]/TR/TH[7]/P,"[544.8000030517578, 475.74000549316406, 589.5771026611328, 498.70530700683594]",6.0
Valuation in price currency Thereof accruals Countervalue USD,11,//Document/Table[10]/TR/TH[8]/P,"[604.0803985595703, 475.67999267578125, 689.2080078125, 498.70530700683594]",6.0
in %,11,//Document/Table[10]/TR/TH[9]/P/Sub,"[714.9604034423828, 490.9530029296875, 729.3000030517578, 498.8072967529297]",6.0
of assets,11,//Document/Table[10]/TR/TH[9]/P/Sub[2],"[700.3206024169922, 483.3363037109375, 729.8101959228516, 491.1363067626953]",6.0
"Equities, Equity funds, Options on equities/indices",11,//Document/Table[10]/TR[2]/TD/P,"[36.202301025390625, 448.36000061035156, 220.6514434814453, 475.24000549316406]",8.0
CHF,11,//Document/Table[10]/TR[3]/TD/P,"[36.00230407714844, 446.6000061035156, 53.49974060058594, 453.98399353027344]",8.0
800,11,//Document/Table[10]/TR[3]/TD[2]/P,"[102.96229553222656, 446.3280029296875, 117.65370178222656, 453.7120056152344]",8.0
UBS GROUP INC NAMEN-AKT.,11,//Document/Table[10]/TR[3]/TD[3]/P,"[121.44230651855469, 436.4080047607422, 233.6013641357422, 463.2879943847656]",8.0
221.5641,11,//Document/Table[10]/TR[3]/TD[4]/P,"[389.1672058105469, 446.3999938964844, 422.1611022949219, 453.78399658203125]",8.0
26.1900,11,//Document/Table[10]/TR[3]/TD[5]/P,"[452.1593933105469, 446.3415069580078, 480.9288024902344, 453.7254943847656]",8.0
-5.55%,11,//Document/Table[10]/TR[3]/TD[6]/P,"[504.9593963623047, 436.12550354003906, 531.0218963623047, 463.0054931640625]",8.0
-87.33%,11,//Document/Table[10]/TR[3]/TD[7]/P,"[559.5673980712891, 436.20550537109375, 589.4491119384766, 463.0854949951172]",8.0
20'952,11,//Document/Table[10]/TR[3]/TD[8]/P,"[664.5594024658203, 446.44549560546875, 688.7840118408203, 453.8294982910156]",8.0
0.13%,11,//Document/Table[10]/TR[3]/TD[9]/P,"[707.0393981933594, 446.34950256347656, 730.1658630371094, 453.73350524902344]",8.0
ISIN: CH0244767585 // Valom.: 24476758,11,//Document/Table[10]/TR[4]/TD/P,"[121.68229675292969, 437.8800048828125, 268.76707458496094, 445.2640075683594]",8.0
1.1340,11,//Document/Table[10]/TR[4]/TD[2]/P,"[397.91920471191406, 437.8800048828125, 422.93141174316406, 445.2640075683594]",8.0
